Activity Year,Respondent Identification Number,Agency Code,Parent Identification Number,Parent Name,Parent City,Parent State,Region,Assets,Other Lender Code,Respondent Name,Respondent Address,Respondent City,Respondent State,Respondent Zip Code,Tax ID
2007,0000000443,1,          ,                              ,                         ,  ,03,0000221424,0,UNITED BANK                   ,401 SANDUSKY AVENUE                     ,BUCYRUS                  ,OH,44820     ,34-4197127
2007,0000000497,1,          ,                              ,                         ,  ,01,0000177516,0,THE FIRST NATIONAL BANK OF SUF,30 BRIDGE STREET  P.O. BOX 96           ,SUFFIELD                 ,CT,06078     ,06-0343370
2007,0000000568,1,          ,                              ,                         ,  ,01,0000522709,0,FIRST KEYSTONE NATIONAL BANK  ,111 WEST FRONT STREET                   ,BERWICK                  ,PA,18603     ,24-0525403
2007,0000000644,1,          ,                              ,                         ,  ,01,0000394229,0,THE HONESDALE NATIONAL BANK   ,733 MAIN STREET                         ,HONESDALE                ,PA,18431     ,24-0614415
2007,0000000661,1,          ,                              ,                         ,  ,01,0000528276,0,DNB FIRST   N.A.              ,4 BRANDYWINE AVENUE                     ,DOWNINGTOWN              ,PA,19355     ,23-0534545
2007,0000000676,1,          ,                              ,                         ,  ,01,0000224437,0,NATIONAL GRAND BANK           ,91 PLEASANT STREET                      ,MARBLEHEAD               ,MA,01945     ,04-2832782
2007,0000000709,1,          ,                              ,                         ,  ,01,0000500427,0,1ST NATIONAL BK OF LITCHFIELD ,13 NORTH STREET                         ,LITCHFIELD               ,CT,06759     ,06-0343400
2007,0000000786,1,          ,                              ,                         ,  ,03,0134344792,0,NATIONAL CITY BANK            ,1900 E NINTH ST  LOC 01-3144            ,CLEVELAND                ,OH,44114     ,34-0420310
2007,0000000863,1,          ,                              ,                         ,  ,03,0000162499,0,CITIZENS NATIONAL BANK        ,1 MONUMENT SQUARE                       ,URBANA                   ,OH,43078     ,34-4205070
2007,0000000866,1,          ,                              ,                         ,  ,01,0000337381,0,THE HOME NATIONAL BANK AND TRU,300 EAST MAIN ST                        ,MILFORD                  ,MA,01757     ,04-1620797
2007,0000000969,1,          ,                              ,                         ,  ,01,0000464981,0,BEVERLY NATIONAL BANK         ,240 CABOT STREET                        ,BEVERLY                  ,MA,01915     ,04-1087364
2007,0000000976,1,          ,                              ,                         ,  ,01,0000153656,0,PUTNAM COUNTY NATIONAL BANK   ,P.O. BOX 10                             ,CARMEL                   ,NY,10512-0010,14-0984850
2007,0000000981,1,          ,                              ,                         ,  ,01,0000043768,0,STISSING NATIONAL BANK        ,2971 CHURCH STREET; PO BOX 651          ,PINE PLAINS              ,NY,12567     ,14-1096135
2007,0000001027,1,          ,                              ,                         ,  ,01,0000338740,0,THE LYONS NATIONAL BANK       ,35 WILLIAM STREET                       ,LYONS                    ,NY,14489     ,15-0372430
2007,0000001081,1,          ,                              ,                         ,  ,01,0000502860,0,THE FIRST NATIONAL BANK OF GRE,40 CENTER SQUARE                        ,GREENCASTLE              ,PA,17225     ,23-2293200
2007,0000001083,1,          ,                              ,                         ,  ,01,0000103061,0,FIRST NATIONAL BANK OF GROTON ,161 MAIN STREET                         ,GROTON                   ,NY,13073     ,15-0328960
2007,0000001090,1,          ,                              ,                         ,  ,01,0001263610,0,ALLIANCE BANK NA              ,120 MADISON ST                          ,SYRACUSE                 ,NY,13202     ,15-0405885
2007,0000001154,1,          ,                              ,                         ,  ,03,0000277896,0,FIRST NATIONAL BANK OF OTTAWA ,701 LASALLE STREET                      ,OTTAWA                   ,IL,61350     ,36-1588745
2007,0000001194,1,          ,                              ,                         ,  ,01,0000123680,0,ROCKPORT NATIONAL BANK        ,P.O. BOX 90  16 MAIN STREET             ,ROCKPORT                 ,MA,01966     ,04-1782774
2007,0000001253,1,          ,                              ,                         ,  ,01,0000319489,0,BALLSTON SPA NATIONAL BANK    ,87 FRONT ST.                            ,BALLSTON SPA             ,NY,12020     ,14-0486153
2007,0000001316,1,          ,                              ,                         ,  ,01,0090142449,0,PNC BANK  NA                  ,249 FIFTH AVENUE  MS P1-POPP-20-1       ,PITTSBURGH               ,PA,15222     ,22-1146430
2007,0000001354,1,          ,                              ,                         ,  ,01,0005068378,0,NBT BANK  NA                  ,52 S. BROAD ST                          ,NORWICH                  ,NY,13815     ,15-0395735
2007,0000001398,1,          ,                              ,                         ,  ,01,0000172752,0,NATIONAL BANK OF COXSACKIE    ,3-7 REED STREET                         ,COXSACKIE                ,NY,12051-0400,14-0912110
2007,0000001461,1,          ,                              ,                         ,  ,04,1019497000,0,CITIBANK  N.A.                ,850 THIRD AVENUE  12TH FLOOR            ,NEW YORK                 ,NY,10022     ,13-5266470
2007,0000001467,1,          ,                              ,                         ,  ,04,0000446657,0,FIRST NATIONAL BANK & TRUST CO,801 E BROADWAY                          ,COLUMBIA                 ,MO,65201     ,43-0263025
2007,0000001493,1,          ,                              ,                         ,  ,03,0000689165,0,FIRST SOUTHERN NATIONAL BANK  ,PO BOX 328                              ,STANFORD                 ,KY,40484-0328,61-0290000
2007,0000001516,1,          ,                              ,                         ,  ,01,0000515657,0,UNION NATIONAL COMMUNITY BANK ,101 E MAIN ST                           ,MOUNT JOY                ,PA,17552     ,23-1171595
2007,0000001741,1,          ,                              ,                         ,  ,03,0398671000,0,WELLS FARGO BANK  NA          ,2801 4TH AVE S  1ST FLOOR  MAC X9902-01R,MINNEAPOLIS              ,MN,55408     ,94-1347393
2007,0000001750,1,          ,                              ,                         ,  ,04,0000536856,0,FIRST NATIONAL BANK (SANTA FE),P.O. BOX 609                            ,SANTA FE                 ,NM,87504-0609,85-0067165
2007,0000001770,1,          ,                              ,                         ,  ,04,0001025996,0,BOONE COUNTY NATIONAL BANK    ,720 EAST BROADWAY                       ,COLUMBIA                 ,MO,65201     ,43-0189015
2007,0000001950,1,          ,                              ,                         ,  ,05,0000794186,0,FIRST NATIONAL BANK           ,P.O. BOX 7                              ,FORT SMITH               ,AR,72902     ,71-0058845
2007,0000001997,1,          ,                              ,                         ,  ,03,0000554000,0,NATIONAL BANK AND TRUST CO    ,P.O. BOX 711                            ,WILMINGTON               ,OH,45177     ,31-0244820
2007,0000002068,1,          ,                              ,                         ,  ,03,0000650132,0,FIRST DAKOTA NATIONAL BANK    ,225 CEDAR ST                            ,YANKTON                  ,SD,57078     ,46-0208038
2007,0000002137,1,          ,                              ,                         ,  ,01,0005411377,0,NATIONAL PENN BANK            ,PO BOX 547                              ,BOYERTOWN                ,PA,19512     ,23-0906608
2007,0000002151,1,          ,                              ,                         ,  ,01,0000761094,0,WILBER NATIONAL BANK          ,245 MAIN STREET P.O. BOX 430            ,ONEONTA                  ,NY,13820     ,15-0492520
2007,0000002234,1,          ,                              ,                         ,  ,03,0001008888,0,FIRST MERCHANTS BANK NA       ,200 E JACKSON ST P O BOX 792            ,MUNCIE                   ,IN,47308-0792,35-0508403
2007,0000002242,1,          ,                              ,                         ,  ,03,0000147980,0,HAVANA NATIONAL BANK          ,112 SOUTH ORANGE                        ,HAVANA                   ,IL,62644-0200,37-0317760
2007,0000002302,1,          ,                              ,                         ,  ,03,0000097012,0,FIRST NATIONAL BANK           ,120 NORTH ST                            ,BELLEVUE                 ,OH,44811     ,34-4186000
2007,0000002311,1,          ,                              ,                         ,  ,01,0001755929,0,CAMDEN NATIONAL BANK          ,245 COMMERCIAL STREET                   ,ROCKPORT                 ,ME,04856     ,01-0039505
2007,0000002333,1,          ,                              ,                         ,  ,01,0001907148,0,UNIVEST NATIONAL BANK & TRUST ,10 W. BROAD ST  PO BOX 64197            ,SOUDERTON                ,PA,18964     ,23-1171580
2007,0000002341,1,          ,                              ,                         ,  ,01,0000326174,0,THE CENTREVILLE NATIONAL BANK ,PO BOX 400                              ,CENTREVILLE              ,MD,21617     ,52-0267925
2007,0000002357,1,          ,                              ,                         ,  ,04,0000167717,0,FIRST NATIONAL BANK AND TRUST ,PO BOX 338                              ,BEATRICE                 ,NE,68310     ,47-0162230
2007,0000002360,1,          ,                              ,                         ,  ,03,0000545636,0,LCNB NATIONAL BANK            ,2 N. BROADWAY                           ,LEBANON                  ,OH,45036     ,31-0352330
2007,0000002413,1,          ,                              ,                         ,  ,03,0001031705,0,CITIZENS FIRST NATIONAL BANK  ,128 E DAKOTA ST/BOX C                   ,SPRING VALLEY            ,IL,61362     ,36-0917979
2007,0000002449,1,          ,                              ,                         ,  ,03,0000380340,0,MERCHANTS NATIONAL BANK       ,P O  BOX 10                             ,HILLSBORO                ,OH,45133     ,31-0373340
2007,0000002477,1,          ,                              ,                         ,  ,05,0000164930,0,FIRST NATIONAL BANK OF WEATHER,P.O. BOX 730                            ,WEATHERFORD              ,TX,76086     ,75-0641890
2007,0000002503,1,          ,                              ,                         ,  ,03,0000149967,0,HOMETOWN NATIONAL BANK        ,260 BUCKLIN ST.                         ,LASALLE                  ,IL,61301     ,36-1366389
2007,0000002515,1,          ,                              ,                         ,  ,01,0000606670,0,THE EPHRATA NATIONAL BANK     ,31 EAST MAIN STREET  PO BOX 457         ,EPHRATA                  ,PA,17522-0457,23-0559393
2007,0000002560,1,          ,                              ,                         ,  ,03,0000130917,0,FARMERS NATIONAL BANK         ,P.O. BOX 188                            ,CYNTHIANA                ,KY,41031     ,61-0189293
2007,0000002725,1,          ,                              ,                         ,  ,03,0000603782,0,FIRST NATIONAL BANK AND TRUST ,345 E GRAND AVE                         ,BELOIT                   ,WI,53511     ,39-0159135
2007,0000002747,1,          ,                              ,                         ,  ,03,0001209131,0,HORIZON BANK  N.A.            ,515 FRANKLIN SQUARE                     ,MICHIGAN CITY            ,IN,46360     ,35-1076581
2007,0000002780,1,          ,                              ,                         ,  ,04,0000100319,0,FIRST NATIONAL BANK OF WAHOO  ,201 EAST 5TH                            ,WAHOO                    ,NE,68066     ,47-0326425
2007,0000002782,1,          ,                              ,                         ,  ,04,0003309283,0,INTRUST BANK  N. A.           ,105 N MAIN                              ,WICHITA                  ,KS,67202-1412,48-0477525
2007,0000003033,1,          ,                              ,                         ,  ,04,0000112009,0,MIDAMERICAN BANK & TRUST      ,401 DELAWARE STREET                     ,LEAVENWORTH              ,KS,66048     ,48-0306563
2007,0000003060,1,          ,                              ,                         ,  ,04,0000181418,0,JONES NATIONAL BANK & TRUST CO,PO BOX 469                              ,SEWARD                   ,NE,68434     ,47-0206095
2007,0000003091,1,          ,                              ,                         ,  ,04,0000071774,0,FIRST NATIONAL BANK           ,PO BOX 398                              ,WELLINGTON               ,KS,67152     ,48-0468914
2007,0000003104,1,          ,                              ,                         ,  ,01,0000178656,0,THE FARMERS NATIONAL BANK OF K,201 MARKET STREET  P.O. BOX 929         ,KITTANNING               ,PA,16201     ,25-0901985
2007,0000003105,1,          ,                              ,                         ,  ,04,0000223127,0,FIRST NATIONAL BANK           ,PO BOX 837                              ,WAVERLY                  ,IA,50677     ,42-0253313
2007,0000003124,1,          ,                              ,                         ,  ,04,0000594410,0,THE SECURITY NATIONAL BANK OF ,601 PIERCE ST                           ,SIOUX CITY               ,IA,51101     ,42-0943319
2007,0000003147,1,          ,                              ,                         ,  ,01,0000113160,0,NATIONAL BANK OF MALVERN      ,P.O. BOX 131                            ,MALVERN                  ,PA,19355     ,23-0906630
2007,0000003175,1,          ,                              ,                         ,  ,04,0000257433,0,CITIZENS BANK  N.A.           ,200 S. MAIN  P O BOX 899                ,FORT SCOTT               ,KS,66701-0899,48-0168914
2007,0000003218,1,          ,                              ,                         ,  ,04,0000238247,0,CORNERBANK  N.A.              ,900 MAIN ST - PO BOX 545                ,WINFIELD                 ,KS,67156-0545,48-0482125
2007,0000003286,1,          ,                              ,                         ,  ,05,0000171056,0,FIRST NATIONAL BANK OF BAIRD  ,1849 S 1ST STREET                       ,ABILENE                  ,TX,79602     ,75-0125206
2007,0000003288,1,          ,                              ,                         ,  ,05,0000103747,0,FIRST NATIONAL BANK OF CENTERV,314 NORTH PUBLIC SQUARE                 ,CENTERVILLE              ,TN,37033     ,62-0201210
2007,0000003350,1,          ,                              ,                         ,  ,04,0000636922,0,TEAMBANK  N.A.                ,1 S PEORIA                              ,PAOLA                    ,KS,66071     ,48-0333790
2007,0000003385,1,          ,                              ,                         ,  ,04,0000141275,0,FIRST NATIONAL BANK OF ANTHONY,203 W MAIN                              ,ANTHONY                  ,KS,67003-0484,48-0122785
2007,0000003393,1,          ,                              ,                         ,  ,03,0000961262,0,THE FIRST NATIONAL BANK IN SIO,100 S PHILLIPS AVE                      ,SIOUX FALLS              ,SD,57117-5186,46-0189380
2007,0000003434,1,          ,                              ,                         ,  ,04,0000098535,0,FIRST NATIONAL BANK OF WAMEGO ,806 W 5TH ST                            ,WAMEGO                   ,KS,66547     ,48-0464795
2007,0000003509,1,          ,                              ,                         ,  ,04,0000144020,0,CITIZENS BANK OF KANSAS  NA   ,300 N MAIN                              ,KINGMAN                  ,KS,67068     ,48-0296945
2007,0000003533,1,          ,                              ,                         ,  ,05,0000101157,0,FNB BALLINGER                 ,911 HUTCHINGS                           ,BALLINGER                ,TX,76821     ,75-0127095
2007,0000003654,1,          ,                              ,                         ,  ,03,0000820049,0,FARMERS NATIONAL BANK         ,20 S. BROAD ST.  PO BOX 555             ,CANFIELD                 ,OH,44406-0555,34-0214400
2007,0000003656,1,          ,                              ,                         ,  ,05,0001878882,0,CADENCE BANK  N.A.            ,P. O. BOX 1187                          ,STARKVILLE               ,MS,39760-1187,64-0156695
2007,0000003711,1,          ,                              ,                         ,  ,03,0000044493,0,THE ATLANTA NATIONAL BANK     ,105 SW CHURCH ST.  POB 459              ,ATLANTA                  ,IL,61723     ,37-0160185
2007,0000003720,1,          ,                              ,                         ,  ,04,0000823335,0,FIRST NATIONAL BANK OF OLATHE ,444 EAST SANTA FE                       ,OLATHE                   ,KS,66051-1500,48-0357605
2007,0000003724,1,          ,                              ,                         ,  ,03,0000222651,0,FIRST NATIONAL BANK FOX VALLEY,550 S GREEN BAY RD                      ,NEENAH                   ,WI,54956     ,39-0464543
2007,0000003817,1,          ,                              ,                         ,  ,01,0001185767,0,CANANDAIGUA NATIONAL BANK     ,72 S. MAIN STREET                       ,CANANDAIGUA              ,NY,14424     ,16-1073040
2007,0000003839,1,          ,                              ,                         ,  ,03,0000042857,0,FNB OF MT PULASKI             ,205 E. JEFFERSON STREET  PO BOX 50      ,MT PULASKI               ,IL,62548-0050,37-0274730
2007,0000003878,1,          ,                              ,                         ,  ,01,0002825566,0,AMBOY NATIONAL BANK           ,3590 US HIGHWAY 9 PO BOX 1076           ,OLD BRIDGE               ,NJ,08857     ,22-1294443
2007,0000003956,1,          ,                              ,                         ,  ,04,0000376196,0,BAKER BOYER NATIONAL BANK     ,7 W MAIN ST                             ,WALLA WALLA              ,WA,99362     ,91-0135040
2007,0000004013,1,          ,                              ,                         ,  ,01,0000050964,0,THE LENOX NATIONAL BANK       ,7 MAIN STREET / P.O. BOX 1632           ,LENOX                    ,MA,01240-1632,04-1536185
2007,0000004039,1,          ,                              ,                         ,  ,01,0000277550,0,THE FIRST NATIONAL BANK OF MIF,2 NORTH MAIN STREET  PO BOX 96          ,MIFFLINTOWN              ,PA,17059     ,23-0873877
2007,0000004076,1,          ,                              ,                         ,  ,05,0000082565,0,FIRST NATIONAL BANK           ,P O BOX 387                             ,MCGREGOR                 ,TX,76657     ,74-0775779
2007,0000004093,1,          ,                              ,                         ,  ,05,0000279931,0,FIRST NATIONAL BANK OF BASTROP,489 HIGHWAY 71 WEST/PO DRAWER F         ,BASTROP                  ,TX,78602     ,74-0501835
2007,0000004097,1,          ,                              ,                         ,  ,05,0000425049,0,NATIONAL BANK                 ,805 MAIN STREET                         ,GATESVILLE               ,TX,76528     ,74-0640690
2007,0000004107,1,          ,                              ,                         ,  ,01,0000244472,0,THE NATIONAL CAPITAL BANK OF W,316 PENNSYLVANIA AVENUE SE              ,WASHINGTON               ,DC,20003     ,53-0114960
2007,0000004137,1,          ,                              ,                         ,  ,03,0000240376,0,THE STEPHENSON NAT'L BANK & TR,1820 HALL AVE  PO BOX 137               ,MARINETTE                ,WI,54143     ,39-0638020
2007,0000004166,1,          ,                              ,                         ,  ,05,0000926227,0,FIRST FINANCIAL BANK N.A.     ,400 PINE ST                             ,ABILENE                  ,TX,79601-5128,75-0264200
2007,0000004230,1,          ,                              ,                         ,  ,01,0001392353,0,SUFFOLK COUNTY NATIONAL BANK  ,P.O. BOX 9000                           ,RIVERHEAD                ,NY,11901     ,11-1380045
2007,0000004241,1,          ,                              ,                         ,  ,05,0000123875,0,FIRST NATL BANK OF BELLVILLE  ,100 E MAIN                              ,BELLVILLE                ,TX,77418     ,74-0507285
2007,0000004265,1,          ,                              ,                         ,  ,05,0000370309,0,LEGEND BANK N.A.              ,101 WEST TARRANT STREET                 ,BOWIE                    ,TX,76230     ,75-0150372
2007,0000004284,1,          ,                              ,                         ,  ,04,0000789006,0,CENTRAL NATIONAL BANK         ,P.O. BOX 1029                           ,JUNCTION CITY            ,KS,66441     ,48-1174053
2007,0000004299,1,          ,                              ,                         ,  ,03,0000176622,0,CARLINVILLE NATIONAL BANK     ,PO BOX 350                              ,CARLINVILLE              ,IL,62626     ,37-0205706
2007,0000004341,1,          ,                              ,                         ,  ,04,0014849100,0,ZIONS FIRST NATIONAL BANK     ,ONE S MAIN ST  11TH FL                  ,SALT LAKE CITY           ,UT,84111-1904,87-0189025
2007,0000004418,1,          ,                              ,                         ,  ,05,0000161493,0,FIRST NATIONAL BANK  IN GRAHAM,PO BOX 540                              ,GRAHAM                   ,TX,76450     ,75-0297800
2007,0000004483,1,          ,                              ,                         ,  ,05,0000141875,0,FIRST NB OF JACKSBORO         ,P O DRAWER E                            ,JACKSBORO                ,TX,76458     ,75-0357836
2007,0000004513,1,          ,                              ,                         ,  ,01,0000283460,0,MERCHANTS NATIONAL BANK OF BAN,P.O. BOX 227  25 BROADWAY               ,BANGOR                   ,PA,18013     ,24-0660110
2007,0000004596,1,          ,                              ,                         ,  ,03,0001702477,0,OLD SECOND NATIONAL BANK      ,37 S RIVER ST                           ,AURORA                   ,IL,60507-4173,36-1577458
2007,0000004602,1,          ,                              ,                         ,  ,03,0000160374,0,AMERICAN NATIONAL BANK OF BD  ,115 FRONT STREET                        ,BEAVER DAM               ,WI,53916     ,39-1501073
2007,0000004620,1,          ,                              ,                         ,  ,03,0000242903,0,FIRST NATIONAL BANK           ,140 W HURON STREET                      ,BERLIN                   ,WI,54923     ,39-0280510
2007,0000004684,1,          ,                              ,                         ,  ,05,0000148848,0,FIRST NB                      ,P O BOX 172                             ,CROCKETT                 ,TX,75835     ,75-1483253
2007,0000004701,1,          ,                              ,                         ,  ,05,0000086235,0,NATIONAL BANK OF DAINGERFIELD ,P O DRAWER W                            ,DAINGERFIELD             ,TX,75638     ,75-0456915
2007,0000004742,1,          ,                              ,                         ,  ,04,0001432225,0,SUNFLOWER BANK  N.A.          ,2090 S OHIO                             ,SALINA                   ,KS,67401     ,48-0216075
2007,0000004774,1,          ,                              ,                         ,  ,01,0000331931,0,THE FIRST NATIONAL BANK OF IPS,31 MARKET STREET                        ,IPWICH                   ,MA,01938     ,04-1473215
2007,0000004860,1,          ,                              ,                         ,  ,04,0000128997,0,MIDLAND NATIONAL BANK         ,527 N MAIN ST                           ,NEWTON                   ,KS,67114     ,48-0334515
2007,0000004934,1,          ,                              ,                         ,  ,03,0000221131,0,FIRST NATIONAL BANK OF CARMI  ,201 E MAIN ST  P O BOX 201              ,CARMI                    ,IL,62821     ,37-0206222
2007,0000004945,1,          ,                              ,                         ,  ,04,0000686564,0,UMB NBA                       ,1006 OAK ST 2ND FLOOR                   ,KANSAS CITY              ,MO,64106     ,48-0347850
2007,0000004975,1,          ,                              ,                         ,  ,03,0000687126,0,BANK FIRST NATIONAL           ,402 NORTH 8TH STREET                    ,MANITOWOC                ,WI,54220     ,39-0447799
2007,0000005001,1,          ,                              ,                         ,  ,05,0004467870,0,THE LAREDO NATIONAL BANK      ,P.O. BOX 59                             ,LAREDO                   ,TX,78042-0059,74-0738325
2007,0000005073,1,          ,                              ,                         ,  ,01,0000160436,0,THE MERCHANTS NATIONAL BANK OF,222 MARKET STREET  P O BOX 958          ,KITTANNING               ,PA,16201     ,25-0660700
2007,0000005179,1,          ,                              ,                         ,  ,05,0013306861,0,FROST NATIONAL BANK           ,100 W. HOUSTON T-5                      ,SAN ANTONIO              ,TX,78205     ,74-0635455
2007,0000005203,1,          ,                              ,                         ,  ,05,0000217367,0,WAGGONER NATIONAL BANK        ,1818 TEXAS ST                           ,VERNON                   ,TX,76384     ,75-0634430
2007,0000005224,1,          ,                              ,                         ,  ,05,0000055723,0,FIRST NATIONAL BANK OF PAWNEE ,601 HARRISON ST                         ,PAWNEE                   ,OK,74058     ,73-0394693
2007,0000005263,1,          ,                              ,                         ,  ,05,0000830960,0,FIRST CITIZENS NATIONAL BANK  ,P.O. BOX 370                            ,DYERSBURG                ,TN,38025-0370,62-0201100
2007,0000005267,1,          ,                              ,                         ,  ,03,0000132951,0,RIDDELL NATIONAL BANK         ,PO BOX 340                              ,BRAZIL                   ,IN,47834     ,35-0613236
2007,0000005275,1,          ,                              ,                         ,  ,05,0000219566,0,CITY NATIONAL BANK OF TAYLOR  ,P. O. DRAWER 1099                       ,TAYLOR                   ,TX,76574     ,74-0560700
2007,0000005288,1,          ,                              ,                         ,  ,05,0000168728,0,FIRST NATIONAL BANK OF GILMER ,P.O. BOX 520                            ,GILMER                   ,TX,75644     ,75-0291493
2007,0000005304,1,          ,                              ,                         ,  ,03,0000070000,0,THE FIRST NAT'L BANK OF OGDEN ,P.O. BOX 47                             ,OGDEN                    ,IL,61859     ,37-0274750
2007,0000005347,1,          ,                              ,                         ,  ,05,0002086414,0,STILLWATER NATIONAL BANK      ,608 S MAIN                              ,STILLWATER               ,OK,74074-4059,73-0470195
2007,0000005413,1,          ,                              ,                         ,  ,04,0000140233,0,THE RAWLINS NATIONAL BANK     ,220 FIFTH ST                            ,RAWLINS                  ,WY,82301     ,83-0141300
2007,0000005466,1,          ,                              ,                         ,  ,05,0000152956,0,FIRST NATIONAL BANK OF SONORA ,PO BOX 798                              ,SONORA                   ,TX,76950     ,75-0568556
2007,0000005481,1,          ,                              ,                         ,  ,01,0000298362,0,THE FARMERS NATIONAL BANK OF E,612 MAIN STREET  PO DRAWER D            ,EMLENTON                 ,PA,16373     ,25-0472020
2007,0000005484,1,          ,                              ,                         ,  ,05,0000228053,0,CITIZENS NATIONAL BANK        ,PO DRAWER 111                           ,CAMERON                  ,TX,76520     ,74-0557720
2007,0000005528,1,          ,                              ,                         ,  ,05,0000161842,0,FIRST NATIONAL BANK OF MANCHES,100 WEST HIGH ST                        ,MANCHESTER               ,TN,37355     ,62-0201370
2007,0000005547,1,0001065163,FIRST INDEPENDENT BANKCORP    ,CHICKASHA                ,OK,05,0000272138,0,FIRST NATIONAL BANK & TRUST CO,P O BOX 1130                            ,CHICKASHA                ,OK,73023-1130,73-0181535
2007,0000005552,1,          ,                              ,                         ,  ,03,0001861784,0,PEOPLES BANK                  ,138 PUTNAM STREET                       ,MARIETTA                 ,OH,45750     ,31-1278433
2007,0000005559,1,          ,                              ,                         ,  ,04,0000063038,0,FIRST NATIONAL BANK OF SO KS  ,100 N. OHIO                             ,MOUNT HOPE               ,KS,67108     ,48-0344966
2007,0000005581,1,          ,                              ,                         ,  ,05,0000796981,0,AUSTIN BANK TEXAS N. A.       ,3400 W. MARSHALL                        ,LONGVIEW                 ,TX,75608     ,75-0358895
2007,0000005584,1,          ,                              ,                         ,  ,03,0000088013,0,FIRST NTNL BANK OF CHILLICOTHE,900 N. FOURTH STREET                    ,CHILLICOTHE              ,IL,61523-0339,37-0274605
2007,0000005599,1,          ,                              ,                         ,  ,01,0000274407,0,THE MARS NATIONAL BANK        ,P O BOX 927                             ,MARS                     ,PA,16046     ,25-0640500
2007,0000005601,1,          ,                              ,                         ,  ,01,0000078871,0,HALIFAX NATIONAL BANK         ,PO BOX A                                ,HALIFAX                  ,PA,17032     ,23-0666281
