Activity Year,Respondent Identification Number,Agency Code,Parent Identification Number,Parent Name,Parent City,Parent State,Region,Assets,Other Lender Code,Respondent Name,Respondent Address,Respondent City,Respondent State,Respondent Zip Code,Tax ID
2008,0000001467,1,          ,                              ,                         ,  ,04,0000463307,0,FIRST NATIONAL BANK & TRUST CO,801 E BROADWAY                          ,COLUMBIA                 ,MO,65201     ,43-0263025
2008,0000001493,1,          ,                              ,                         ,  ,03,0000750468,0,FIRST SOUTHERN NATIONAL BANK  ,P O BOX 328                             ,STANFORD                 ,KY,40484-0328,61-0290000
2008,0000001516,1,          ,                              ,                         ,  ,01,0000499993,0,UNION NATIONAL COMMUNITY BANK ,101 E MAIN ST                           ,MOUNT JOY                ,PA,17552     ,23-1171595
2008,0000001741,1,          ,                              ,                         ,  ,03,0467861000,0,WELLS FARGO BANK  NA          ,1 HOME CAMPUS  4TH FLOOR  MAC X2301-042 ,DES MOINES               ,IA,50328     ,94-1347393
2008,0000001750,1,          ,                              ,                         ,  ,04,0000583153,0,FIRST NATIONAL BANK (SANTA FE),P.O. BOX 609                            ,SANTA FE                 ,NM,87504-0609,85-0067165
2008,0000001770,1,          ,                              ,                         ,  ,04,0001058864,0,BOONE COUNTY NATIONAL BANK    ,720 EAST BROADWAY                       ,COLUMBIA                 ,MO,65201     ,43-0189015
2008,0000001950,1,          ,                              ,                         ,  ,05,0000811222,0,FIRST NATIONAL BANK           ,P.O. BOX 7                              ,FORT SMITH               ,AR,72902     ,71-0058845
2008,0000001997,1,          ,                              ,                         ,  ,03,0000518109,0,NATIONAL BANK & TRUST COMPANY ,PO BOX 711                              ,WILMINGTON               ,OH,45177     ,31-0244820
2008,0000002036,1,          ,                              ,                         ,  ,03,0000314257,0,VINTON COUNTY NATIONAL BANK   ,112 W MAIN ST PO BOX 460                ,MCARTHUR                 ,OH,45651     ,31-4332540
2008,0000002068,1,          ,                              ,                         ,  ,03,0000695255,0,FIRST DAKOTA NATIONAL BANK    ,225 CEDAR ST                            ,YANKTON                  ,SD,57078     ,46-0208038
2008,0000002137,1,          ,                              ,                         ,  ,01,0005797315,0,NATIONAL PENN BANK            ,PO BOX 547                              ,BOYERTOWN                ,PA,19512     ,23-0906608
2008,0000002151,1,          ,                              ,                         ,  ,01,0000792644,0,WILBER NATIONAL BANK          ,245 MAIN STREET P.O. BOX 430            ,ONEONTA                  ,NY,13820     ,15-0492520
2008,0000002234,1,          ,                              ,                         ,  ,03,0001925714,0,FIRST MERCHANTS BANK NA       ,200 E JACKSON ST P O BOX 792            ,MUNCIE                   ,IN,47308-0792,35-0508403
2008,0000002242,1,          ,                              ,                         ,  ,03,0000144210,0,HAVANA NATIONAL BANK          ,112 SOUTH ORANGE                        ,HAVANA                   ,IL,62644-0200,37-0317760
2008,0000002302,1,          ,                              ,                         ,  ,03,0000095234,0,FIRST NATIONAL BANK           ,120 NORTH ST                            ,BELLEVUE                 ,OH,44811     ,34-4186000
2008,0000002311,1,          ,                              ,                         ,  ,01,0001700760,0,CAMDEN NATIONAL BANK          ,245 COMMERCIAL STREET                   ,ROCKPORT                 ,ME,04856     ,01-0039505
2008,0000002333,1,          ,                              ,                         ,  ,01,0001949292,0,UNIVEST NATIONAL BANK & TRUST ,10 W. BROAD ST  PO BOX 64197            ,SOUDERTON                ,PA,18964     ,23-1171580
2008,0000002341,1,          ,                              ,                         ,  ,01,0000309241,0,THE CENTREVILLE NATIONAL BANK ,109 N COMMERCE ST PO BOX 400            ,CENTREVILLE              ,MD,21617     ,52-0267925
2008,0000002357,1,          ,                              ,                         ,  ,04,0000172841,0,FIRST NATIONAL BANK AND TRUST ,PO BOX 338                              ,BEATRICE                 ,NE,68310     ,47-0162230
2008,0000002360,1,          ,                              ,                         ,  ,03,0000602444,0,LCNB NATIONAL BANK            ,2 N BROADWAY                            ,LEBANON                  ,OH,45036     ,31-0352330
2008,0000002413,1,          ,                              ,                         ,  ,03,0001080440,0,CITIZENS FIRST NATIONAL BANK  ,128 E DAKOTA ST/BOX C                   ,SPRING VALLEY            ,IL,61362     ,36-0917979
2008,0000002449,1,          ,                              ,                         ,  ,03,0000397017,0,MERCHANTS NATIONAL BANK       ,P.O. BOX 10                             ,HILLSBORO                ,OH,45133     ,31-0373340
2008,0000002477,1,          ,                              ,                         ,  ,05,0000189466,0,FIRST NATIONAL BANK OF WEATHER,220 PALO PINTO STREET                   ,WEATHERFORD              ,TX,76086     ,75-0641890
2008,0000002503,1,          ,                              ,                         ,  ,03,0000167923,0,HOMETOWN NATIONAL BANK        ,260 BUCKLIN ST.                         ,LASALLE                  ,IL,61301     ,36-1366389
2008,0000002515,1,          ,                              ,                         ,  ,01,0000633762,0,THE EPHRATA NATIONAL BANK     ,31 EAST MAIN STREET  PO BOX 457         ,EPHRATA                  ,PA,17522-0457,23-0559393
2008,0000002560,1,          ,                              ,                         ,  ,03,0000141274,0,FARMERS NATIONAL BANK         ,P.O. BOX 188                            ,CYNTHIANA                ,KY,41031     ,61-0189293
2008,0000002725,1,          ,                              ,                         ,  ,03,0000608749,0,FIRST NATIONAL BANK AND TRUST ,345 E GRAND AVE                         ,BELOIT                   ,WI,53511     ,39-0159135
2008,0000002747,1,          ,                              ,                         ,  ,03,0001257937,0,HORIZON BANK  N.A.            ,515 FRANKLIN SQUARE                     ,MICHIGAN CITY            ,IN,46360     ,35-1076581
2008,0000002780,1,          ,                              ,                         ,  ,04,0000105634,0,FIRST NATIONAL BANK OF WAHOO  ,201 EAST 5TH ST                         ,WAHOO                    ,NE,68066     ,47-0326425
2008,0000002782,1,          ,                              ,                         ,  ,04,0003461644,0,INTRUST BANK  N. A.           ,105 N MAIN                              ,WICHITA                  ,KS,67202-1412,48-0477525
2008,0000003033,1,          ,                              ,                         ,  ,04,0000109043,0,MIDAMERICAN BANK & TRUST      ,401 DELAWARE                            ,LEAVENWORTH              ,KS,66048     ,48-0306563
2008,0000003060,1,          ,                              ,                         ,  ,04,0000178074,0,JONES NATIONAL BANK & TRUST CO,PO BOX 469                              ,SEWARD                   ,NE,68434-0469,47-0206095
2008,0000003091,1,          ,                              ,                         ,  ,04,0000078230,0,FIRST NATIONAL BANK           ,206 EAST HARVEY                         ,WELLINGTON               ,KS,67152     ,48-0468914
2008,0000003105,1,          ,                              ,                         ,  ,04,0000254547,0,FIRST NATIONAL BANK           ,316 E. BREMER AVE                       ,WAVERLY                  ,IA,50677-0837,42-0253313
2008,0000003124,1,          ,                              ,                         ,  ,04,0000616133,0,THE SECURITY NATIONAL BANK OF ,601 PIERCE ST                           ,SIOUX CITY               ,IA,51101     ,42-0943319
2008,0000003147,1,          ,                              ,                         ,  ,01,0000112031,0,THE NATIONAL BANK OF MALVERN  ,2 W. KING STREET                        ,MALVERN                  ,PA,19355     ,23-0906630
2008,0000003175,1,          ,                              ,                         ,  ,04,0000284038,0,CITIZENS BANK  N.A.           ,200 S. MAIN  P O BOX 899                ,FORT SCOTT               ,KS,66701-0899,48-0168914
2008,0000003218,1,          ,                              ,                         ,  ,04,0000260772,0,CORNERBANK  N.A.              ,900 MAIN ST - PO BOX 545                ,WINFIELD                 ,KS,67156-0545,48-0482125
2008,0000003286,1,          ,                              ,                         ,  ,05,0000183680,0,FIRST NATIONAL BANK OF BAIRD  ,1849 S 1ST                              ,ABILENE                  ,TX,79602     ,75-0125206
2008,0000003350,1,          ,                              ,                         ,  ,04,0000689907,0,TEAMBANK  N.A.                ,1 S PEORIA                              ,PAOLA                    ,KS,66071     ,48-0333790
2008,0000003385,1,          ,                              ,                         ,  ,04,0000166043,0,FIRST NATIONAL BANK OF ANTHONY,203 W MAIN                              ,ANTHONY                  ,KS,67003-0484,48-0122785
2008,0000003393,1,          ,                              ,                         ,  ,03,0001144512,0,THE FIRST NATIONAL BANK IN SIO,100 S PHILLIPS AVE                      ,SIOUX FALLS              ,SD,57117-5186,46-0189380
2008,0000003434,1,          ,                              ,                         ,  ,04,0000121625,0,FIRST NATIONAL BANK OF WAMEGO ,806 W 5TH ST                            ,WAMEGO                   ,KS,66547     ,48-0464795
2008,0000003509,1,          ,                              ,                         ,  ,04,0000150010,0,CITIZENS BANK OF KANSAS  NA   ,300 N MAIN                              ,KINGMAN                  ,KS,67068     ,48-0296945
2008,0000003533,1,          ,                              ,                         ,  ,05,0000116896,0,FIRST NATIONAL BANK BALLINGER ,911 HUTCHINGS                           ,BALLINGER                ,TX,76821     ,75-0127095
2008,0000003654,1,          ,                              ,                         ,  ,03,0000797016,0,FARMERS NATIONAL BANK         ,20 S. BROAD ST.  PO BOX 555             ,CANFIELD                 ,OH,44406-0555,34-0214400
2008,0000003656,1,          ,                              ,                         ,  ,05,0001969799,0,CADENCE BANK  N.A.            ,P. O. BOX 1187                          ,STARKVILLE               ,MS,39760-1187,64-0156695
2008,0000003711,1,          ,                              ,                         ,  ,03,0000044651,0,THE ATLANTA NATIONAL BANK     ,105 SW CHURCH ST.  POB 459              ,ATLANTA                  ,IL,61723     ,37-0160185
2008,0000003720,1,          ,                              ,                         ,  ,04,0000984453,0,FIRST NATIONAL BANK OF OLATHE ,444 EAST SANTA FE                       ,OLATHE                   ,KS,66051-1500,48-0357605
2008,0000003724,1,          ,                              ,                         ,  ,03,0000199321,0,FIRST NATIONAL BANK-FOX VALLEY,550 S GREEN BAY RD                      ,NEENAH                   ,WI,54956     ,39-0464543
2008,0000003817,1,          ,                              ,                         ,  ,01,0001244126,0,CANANDAIGUA NATIONAL BANK     ,72 S. MAIN STREET                       ,CANANDAIGUA              ,NY,14424     ,16-1073040
2008,0000003839,1,          ,                              ,                         ,  ,03,0000043474,0,FNB OF MT PULASKI             ,C/O INB 322 E CAPITOL AVE               ,SPRINGFIELD              ,IL,62701     ,37-0274730
2008,0000003956,1,          ,                              ,                         ,  ,04,0000392264,0,BAKER BOYER BANK              ,7 W MAIN ST.                            ,WALLA WALLA              ,WA,99362     ,91-0135040
2008,0000004013,1,          ,                              ,                         ,  ,01,0000051221,0,THE LENOX NATIONAL BANK       ,7 MAIN STREET / PO BOX 1632             ,LENOX                    ,MA,01240-1632,04-1536185
2008,0000004039,1,          ,                              ,                         ,  ,01,0000301325,0,THE FIRST NATIONAL BANK OF MIF,2 NORTH MAIN STREET  PO BOX 96          ,MIFFLINTOWN              ,PA,17059     ,23-0873877
2008,0000004076,1,          ,                              ,                         ,  ,05,0000092090,0,FIRST NATIONAL BANK           ,P O BOX 387                             ,MCGREGOR                 ,TX,76657-0387,74-0775779
2008,0000004093,1,          ,                              ,                         ,  ,05,0000291745,0,FIRST NATIONAL BANK OF BASTROP,P. O. DRAWER F/489 HWY 71 WEST          ,BASTROP                  ,TX,78602     ,74-0501835
2008,0000004097,1,          ,                              ,                         ,  ,05,0000436634,0,NATIONAL BANK                 ,905 MAIN STREET                         ,GATESVILLE               ,TX,76528     ,74-0640690
2008,0000004107,1,          ,                              ,                         ,  ,01,0000244538,0,THE NATIONAL CAPITAL BANK OF W,316 PENNSYLVANIA AVENUE SE              ,WASHINGTON               ,DC,20003     ,53-0114960
2008,0000004137,1,          ,                              ,                         ,  ,03,0000241038,0,THE STEPHENSON NAT'L BANK & TR,1820 HALL AVE  PO BOX 137               ,MARINETTE                ,WI,54143     ,39-0638020
2008,0000004166,1,          ,                              ,                         ,  ,05,0001038548,0,FIRST FINANCIAL BANK N.A.     ,400 PINE ST                             ,ABILENE                  ,TX,79601-5128,75-0264200
2008,0000004230,1,          ,                              ,                         ,  ,01,0001469078,0,SUFFOLK COUNTY NATIONAL BANK  ,P.O. BOX 9000                           ,RIVERHEAD                ,NY,11901     ,11-1380045
2008,0000004238,1,          ,                              ,                         ,  ,05,0000141563,0,THE FIRST NATIONAL BANK OF BEE,DRAWER B                                ,BEEVILLE                 ,TX,78104-0160,74-0505903
2008,0000004241,1,          ,                              ,                         ,  ,05,0000168919,0,FIRST NATL BANK OF BELLVILLE  ,100 E MAIN                              ,BELLVILLE                ,TX,77418     ,74-0507285
2008,0000004265,1,          ,                              ,                         ,  ,05,0000453407,0,LEGEND BANK N.A.              ,101 WEST TARRANT STREET                 ,BOWIE                    ,TX,76230     ,75-0150372
2008,0000004284,1,          ,                              ,                         ,  ,04,0000863991,0,CENTRAL NATIONAL BANK         ,P O BOX 1029                            ,JUNCTION CITY            ,KS,66441     ,48-1174053
2008,0000004299,1,          ,                              ,                         ,  ,03,0000181893,0,CARLINVILLE NATIONAL BANK     ,PO BOX 350                              ,CARLINVILLE              ,IL,62626     ,37-0205706
2008,0000004341,1,          ,                              ,                         ,  ,04,0018453976,0,ZIONS FIRST NATIONAL BANK     ,ONE S MAIN ST  11TH FL                  ,SALT LAKE CITY           ,UT,84133-1109,87-0189025
2008,0000004418,1,          ,                              ,                         ,  ,05,0000183240,0,FIRST NATIONAL BANK           ,623 ELM ST                              ,GRAHAM                   ,TX,76450     ,75-0297800
2008,0000004483,1,          ,                              ,                         ,  ,05,0000311937,0,FIRST NB OF JACKSBORO         ,P O DRAWER E                            ,JACKSBORO                ,TX,76458     ,75-0357836
2008,0000004596,1,          ,                              ,                         ,  ,03,0002656556,0,OLD SECOND NATIOANL BANK      ,37 S RIVER ST                           ,AURORA                   ,IL,60507-4173,36-1577458
2008,0000004602,1,          ,                              ,                         ,  ,03,0000150931,0,AMERICAN NATIONAL BANK        ,115 FRONT STREET                        ,BEAVER DAM               ,WI,53916     ,39-1501073
2008,0000004620,1,          ,                              ,                         ,  ,03,0000246484,0,FIRST NATIONAL BANK           ,140 W HURON STREET                      ,BERLIN                   ,WI,54923     ,39-0280510
2008,0000004639,1,          ,                              ,                         ,  ,03,0000324749,0,WOODTRUST BANK  N.A.          ,181 2ND STR SO PO BOX 8000              ,WISCONSIN RAPIDS         ,WI,54495-8000,39-0720440
2008,0000004684,1,          ,                              ,                         ,  ,05,0000171866,0,FIRST COMMUNITY BANK EAST TEXA,415 EAST GOLIAD AVENUE                  ,CROCKETT                 ,TX,75835     ,75-1483253
2008,0000004701,1,          ,                              ,                         ,  ,05,0000089702,0,TEXAS HERITAGE NATIONAL BANK  ,DRAWER W                                ,DAINGERFIELD             ,TX,75638     ,75-0456915
2008,0000004742,1,          ,                              ,                         ,  ,04,0001578734,0,SUNFLOWER BANK  N.A.          ,2090 S OHIO                             ,SALINA                   ,KS,67401     ,48-0216075
2008,0000004774,1,          ,                              ,                         ,  ,01,0000282597,0,THE FIRST NATIONAL BANK OF IPS,31 MARKET STREET                        ,IPSWICH                  ,MA,01938     ,04-1473215
2008,0000004860,1,          ,                              ,                         ,  ,04,0000131923,0,MIDLAND NATIONAL BANK         ,527 N MAIN                              ,NEWTON                   ,KS,67114     ,48-0334515
2008,0000004934,1,          ,                              ,                         ,  ,03,0000241016,0,FIRST NATIONAL BANK OF CARMI  ,201 E MAIN ST  P O BOX 70               ,CARMI                    ,IL,62821     ,37-0206222
2008,0000004945,1,          ,                              ,                         ,  ,04,0000686659,0,UMB NBA                       ,1008 OAK ST                             ,KANSAS CITY              ,MO,64106     ,48-0347850
2008,0000004975,1,          ,                              ,                         ,  ,03,0000719552,0,BANK FIRST NATIONAL           ,402 NORTH 8TH STREET                    ,MANITOWOC                ,WI,54220     ,39-0447799
2008,0000005179,1,          ,                              ,                         ,  ,05,0013632996,0,FROST NATIONAL BANK           ,100 W. HOUSTON T-5                      ,SAN ANTONIO              ,TX,78205     ,74-0635455
2008,0000005203,1,          ,                              ,                         ,  ,05,0000217296,0,WAGGONER NATIONAL BANK        ,P O BOX 2271                            ,VERNON                   ,TX,76385-2271,75-0634430
2008,0000005224,1,          ,                              ,                         ,  ,05,0000054849,0,THE FIRST NATIONAL BANK       ,601 HARRISON                            ,PAWNEE                   ,OK,74058     ,73-0394693
2008,0000005263,1,          ,                              ,                         ,  ,05,0000875671,0,FIRST CITIZENS NATIONAL BANK  ,P.O. BOX 370                            ,DYERSBURG                ,TN,38025-0370,62-0201100
2008,0000005267,1,          ,                              ,                         ,  ,03,0000142512,0,RIDDELL NATIONAL BANK         ,P.O. BOX 340                            ,BRAZIL                   ,IN,47834     ,35-0613236
2008,0000005275,1,          ,                              ,                         ,  ,05,0000204361,0,CITY NATIONAL BANK OF TAYLOR  ,P. O. DRAWER 1099                       ,TAYLOR                   ,TX,76574     ,74-0560700
2008,0000005288,1,          ,                              ,                         ,  ,05,0000194490,0,FIRST NATIONAL BANK OF GILMER ,P O BOX 520                             ,GILMER                   ,TX,75644     ,75-0291493
2008,0000005304,1,          ,                              ,                         ,  ,03,0000074189,0,FIRST NATIONAL BANK OF OGDEN  ,102 S EAST AVENUE                       ,OGDEN                    ,IL,61859     ,37-0274750
2008,0000005347,1,          ,                              ,                         ,  ,05,0002422395,0,STILLWATER NATIONAL BANK      ,608 S MAIN                              ,STILLWATER               ,OK,74074-4059,73-0470195
2008,0000005413,1,          ,                              ,                         ,  ,04,0000158521,0,THE RAWLINS NATIONAL BANK     ,220 FIFTH STREET                        ,RAWLINS                  ,WY,82301     ,83-0141300
2008,0000005466,1,          ,                              ,                         ,  ,05,0000177382,0,FIRST NATIONAL BANK OF SONORA ,102 N. MAIN STREET                      ,SONORA                   ,TX,76950     ,75-0568556
2008,0000005481,1,          ,                              ,                         ,  ,01,0000309677,0,THE FARMERS NATIONAL BANK OF E,612 MAIN STREET  PO DRAWER D            ,EMLENTON                 ,PA,16373     ,25-0472020
2008,0000005484,1,          ,                              ,                         ,  ,05,0000251565,0,CITIZENS NATIONAL BANK        ,PO DRAWER 111                           ,CAMERON                  ,TX,76520     ,74-0557720
2008,0000005528,1,          ,                              ,                         ,  ,05,0000173615,0,FIRST NATIONAL BANK           ,100 WEST HIGH STREET                    ,MANCHESTER               ,TN,37355     ,62-0201370
2008,0000005547,1,0001065163,FIRST INDEPENDENT BANKCORP    ,CHICKASHA                ,OK,05,0000314430,0,FIRST NATIONAL BANK & TRUST CO,P O BOX 1130                            ,CHICKASHA                ,OK,73023-1130,73-0181535
2008,0000005552,1,          ,                              ,                         ,  ,03,0001875432,0,PEOPLES BANK  NATIONAL ASSOCIA,138 PUTNAM STREET                       ,MARIETTA                 ,OH,45750     ,31-1278433
2008,0000005559,1,          ,                              ,                         ,  ,04,0000061618,0,FIRST NATIONAL BANK OF SO KS  ,100 N. OHIO                             ,MOUNT HOPE               ,KS,67108     ,48-0344966
2008,0000005581,1,          ,                              ,                         ,  ,05,0000810879,0,AUSTIN BANK TEXAS N. A.       ,3400 W. MARSHALL                        ,LONGVIEW                 ,TX,75608     ,75-0358895
2008,0000005584,1,          ,                              ,                         ,  ,03,0000086064,0,FIRST NTNL BANK OF CHILLICOTHE,900 N. FOURTH STREET                    ,CHILLICOTHE              ,IL,61523     ,37-0274605
2008,0000005599,1,          ,                              ,                         ,  ,01,0000284316,0,THE MARS NATIONAL BANK        ,P O BOX 927                             ,MARS                     ,PA,16046     ,25-0640500
2008,0000005601,1,          ,                              ,                         ,  ,01,0000080047,0,HALIFAX NATIONAL BANK         ,THIRD AND MARKET STS                    ,HALIFAX                  ,PA,17032     ,23-0666281
2008,0000005629,1,          ,                              ,                         ,  ,03,0000274068,0,FCN BANK NATIONAL ASSOCIATION ,501 MAIN STREET/ P.O. BOX 37            ,BROOKVILLE               ,IN,47012     ,35-0320211
2008,0000005636,1,          ,                              ,                         ,  ,05,0001336524,0,CENTURY BANK  N.A.            ,201 RICE ST                             ,NEW BOSTON               ,TX,75570     ,75-0460615
2008,0000005658,1,          ,                              ,                         ,  ,03,0000141664,0,THE PESHTIGO NATIONAL BANK    ,250 FRENCH ST                           ,PESHTIGO                 ,WI,54157     ,39-0534160
2008,0000005674,1,          ,                              ,                         ,  ,05,0000131492,0,FIRST NATIONAL BANK           ,PO BOX 29                               ,WINNSBORO                ,TX,75494     ,75-0665079
2008,0000005737,1,          ,                              ,                         ,  ,05,0000138694,0,FIRST NATIONAL BANK OF TRENTON,P O BOX 4                               ,TRENTON                  ,TX,75490     ,75-0619485
2008,0000005741,1,          ,                              ,                         ,  ,05,0000183322,0,GILMER NATIONAL BANK          ,900 NORTH WOOD                          ,GILMER                   ,TX,75644-0460,75-0261226
