0000003656,"\\\"\\\"",CADENCE BK NA
0000003711,"\\\"\\\"",ATLANTA NB
0000003720,"\\\"\\\"",FIRST NB OF OLATHE
0000003724,"\\\"\\\"",FIRST NB FOX VALLEY
0000003817,"\\\"\\\"",CANANDAIGUA NB&TC
0000003956,"\\\"\\\"",BAKER BOYER NB
0000004013,"\\\"\\\"",LENOX NB
0000004039,"\\\"\\\"",FIRST NB OF MIFFLINTOWN
0000004076,"\\\"\\\"",FIRST NB
0000004093,"\\\"\\\"",FIRST NB
0000004097,"\\\"\\\"",NATIONAL BK
0000004107,"\\\"\\\"",NATIONAL CAPITAL BK OF WA
0000004137,"\\\"\\\"",STEPHENSON NB&TC
0000004166,"\\\"\\\"",FIRST FNCL BK NA
0000004208,"\\\"\\\"",FIRST NB
0000004230,"\\\"\\\"",SUFFOLK CTY NB
0000004238,"\\\"\\\"",FIRST NB
0000004241,"\\\"\\\"",FIRST NB
0000004246,"\\\"\\\"",COMANCHE NB
0000004265,"\\\"\\\"",LEGEND BK NA
0000004284,"\\\"\\\"",CENTRAL NB
0000004299,"\\\"\\\"",CARLINVILLE NB
0000004341,"\\\"\\\"",ZIONS FIRST NB
0000004418,"\\\"\\\"",FIRST NB
0000004483,"\\\"\\\"",FIRST NB
0000004596,"\\\"\\\"",OLD SECOND NB
0000004620,"\\\"\\\"",FIRST NB OF BERLIN
0000004639,"\\\"\\\"",WOODTRUST BK NA
0000004701,"\\\"\\\"",TEXAS HERITAGE NB
0000004742,"\\\"\\\"",SUNFLOWER BK NA
0000004774,"\\\"\\\"",FIRST NB OF IPSWICH
0000004860,"\\\"\\\"",MIDLAND NB OF NEWTON
0000004934,"\\\"\\\"",FIRST NB OF CARMI
0000004945,"\\\"\\\"",UMB NB OF AMER
0000004975,"\\\"\\\"",BANK FIRST NAT
0000004994,"\\\"\\\"",FIRST NB OF VANDALIA
0000005073,"\\\"\\\"",FARMERS AND MERCHANTS BK OF WE
0000005179,"\\\"\\\"",FROST NB
0000005203,"\\\"\\\"",WAGGONER NB
0000005224,"\\\"\\\"",FIRST NB OF PAWNEE
0000005263,"\\\"\\\"",FIRST CITIZENS NB
0000005267,"\\\"\\\"",RIDDELL NB
0000005275,"\\\"\\\"",CITY NB
0000005288,"\\\"\\\"",FIRST NB
0000005304,"\\\"\\\"",FIRST NB OF OGDEN
0000005347,"\\\"\\\"",STILLWATER NB&TC
0000005413,"\\\"\\\"",RAWLINS NB
0000005425,"\\\"\\\"",LIBERTY NB
0000005466,"\\\"\\\"",FIRST NB
0000005481,"\\\"\\\"",FARMERS NB
0000005484,"\\\"\\\"",CITIZENS NB
0000005528,"\\\"\\\"",FIRST NB OF MANCHESTER
0000005547,"\\\"\\\"",FIRST NB&TC
0000005552,"\\\"\\\"",PEOPLES BK NA
0000005559,"\\\"\\\"",FIRST NB OF SOUTHERN KS
0000005581,"\\\"\\\"",AUSTIN BK TX NA
0000005584,"\\\"\\\"",FIRST NB OF CHILLICOTHE
0000005599,"\\\"\\\"",MARS NB
0000005629,"\\\"\\\"",FCN BK NA
0000005658,"\\\"\\\"",PESHTIGO NB
0000005674,"\\\"\\\"",FIRST NB
0000005737,"\\\"\\\"",FIRST NB
0000005741,"\\\"\\\"",GILMER NB
0000005750,"\\\"\\\"",FIRST NB TX
0000005753,"\\\"\\\"",CITY NB&TC
0000005774,"\\\"\\\"",FIRST NB
0000005815,"\\\"\\\"",RESOURCE BK NA
0000005842,"\\\"\\\"",HOME NB OF THORNTOWN
0000005850,"\\\"\\\"",FIRST NB CENTRAL TX
0000005886,"\\\"\\\"",RAMSEY NB&TC OF DEVILS LAKE
0000005929,"\\\"\\\"",FIRST NB
0000005932,"\\\"\\\"",FIRST NB
0000005997,"\\\"\\\"",BANK OF IN NA
0000006030,"\\\"\\\"",FIRST NB OF LAS ANIMAS
0000006091,"\\\"\\\"",FIRST NB
0000006112,"\\\"\\\"",NEWFIRST NB
0000006207,"\\\"\\\"",QUEENSBOROUGH NB&TC
0000006221,"\\\"\\\"",FIRST NB NORTHEAST
0000006293,"\\\"\\\"",FIRST NB OF PLAINVIEW
0000006301,"\\\"\\\"",BNY MELLON NA
0000006375,"\\\"\\\"",FARMERS NB PROPHETSTOWN
0000006417,"\\\"\\\"",MINNESOTA NB
0000006443,"\\\"\\\"",RAPPAHANNOCK NB
0000006451,"\\\"\\\"",CITIZENS NB PARIS
0000006487,"\\\"\\\"",FIRST NB OF DRYDEN
0000006534,"\\\"\\\"",JIM THORPE NB
0000006635,"\\\"\\\"",HNB NB
0000006667,"\\\"\\\"",PEOPLES NB
0000006680,"\\\"\\\"",SIMMONS FIRST NB
0000006707,"\\\"\\\"",FIRST NB OF ELMER
0000006776,"\\\"\\\"",FIRST NB OF SHELBY
0000006813,"\\\"\\\"",FIRST NB
0000006879,"\\\"\\\"",FIRST NB OF COWETA
0000006910,"\\\"\\\"",FIRST NB OF RAYMOND
0000006922,"\\\"\\\"",FIRST NB
0000006991,"\\\"\\\"",MINERS NB OF EVELETH
0000007087,"\\\"\\\"",FIRST NB OF RIVER FALLS
0000007115,"\\\"\\\"",FIRST NB&TC OF BROKEN ARROW
0000007225,"\\\"\\\"",FIRST NB OF LAFOLLETTE
0000007236,"\\\"\\\"",UNION NB
0000007266,"\\\"\\\"",CITIZENS NB OF MERIDIAN
0000007276,"\\\"\\\"",FIRST NB OF CATLIN
0000007353,"\\\"\\\"",RIVERVIEW NB
0000007369,"\\\"\\\"",FIRST NB
0000007435,"\\\"\\\"",FIRST NB OF THE ROCKIES
0000007524,"\\\"\\\"",FIRST NB BELLS/SAVOY
0000007557,"\\\"\\\"",EATON NB&TC
0000007592,"\\\"\\\"",FIRST NB OF HARTFORD
0000007647,"\\\"\\\"",FIRST NB OF CHISHOLM
0000007685,"\\\"\\\"",FIRST NB
0000007699,"\\\"\\\"",GLENS FALLS NB&TC
0000007745,"\\\"\\\"",HUNTINGTON NB
0000007748,"\\\"\\\"",OZONA NB
0000007772,"\\\"\\\"",FIRST NB
0000007898,"\\\"\\\"",NATIONAL BK OF WAUPUN
0000007899,"\\\"\\\"",FIRST NB OF WAYNESBORO
0000007940,"\\\"\\\"",SLOCOMB NB
0000008004,"\\\"\\\"",PALISADES NB
0000008031,"\\\"\\\"",AMFIRST BK NA
0000008051,"\\\"\\\"",FIRST NB OF COLD SPRING
0000008134,"\\\"\\\"",BLANCO NB
0000008145,"\\\"\\\"",FIRST NB
0000008221,"\\\"\\\"",FARMERS & MERCHANTS NB
0000008326,"\\\"\\\"",FIRST NB OF LIVERPOOL
0000008467,"\\\"\\\"",CONWAY BK NA
0000008515,"\\\"\\\"",CITIZENS NB
0000008531,"\\\"\\\"",COMMUNITY BK NA
0000008606,"\\\"\\\"",FALLS CITY NB
0000008671,"\\\"\\\"",FIRST NB HARTFORD
0000008673,"\\\"\\\"",FIRST NB
0000008709,"\\\"\\\"",1ST NB
0000008731,"\\\"\\\"",FIRST FNCL BK NA
0000008757,"\\\"\\\"",FIRST NB OF ELK RIVER
0000008783,"\\\"\\\"",FIRST NB FREDERICKSBURG
0000008787,"\\\"\\\"",FIRST NB
0000008796,"\\\"\\\"",ARMED FORCES BK NA
0000008830,"\\\"\\\"",FIRST NB
0000008846,"\\\"\\\"",OLD NB
0000008854,"\\\"\\\"",NEXTIER BK NA
0000008868,"\\\"\\\"",LYNNVILLE NB
0000008891,"\\\"\\\"",FIRST NB
0000008899,"\\\"\\\"",MOODY NB
0000008930,"\\\"\\\"",FIRST NB OF PALMERTON
0000008953,"\\\"\\\"",COMMUNITYONE BK NA
0000009050,"\\\"\\\"",FIRST NB OF MILACA
0000009179,"\\\"\\\"",PARK NB
0000009295,"\\\"\\\"",FIRST NB
0000009343,"\\\"\\\"",AMERICAN NB&TC
0000009354,"\\\"\\\"",FIRST NB
0000009408,"\\\"\\\"",PEOPLES NB
0000009428,"\\\"\\\"",FIRST NB OF WYOMING
0000009536,"\\\"\\\"",KINGSTON NB
0000009669,"\\\"\\\"",BRIDGEHAMPTON NB
0000009734,"\\\"\\\"",BRADFORD NB
0000009788,"\\\"\\\"",HERGET BK NA
0000009810,"\\\"\\\"",FIRST NB
0000009859,"\\\"\\\"",SOMERVILLE NB
0000009868,"\\\"\\\"",FIRST NAT CMNTY BK
0000009888,"\\\"\\\"",FIRST NB
0000009924,"\\\"\\\"",POWELL VALLEY NB
0000010002,"\\\"\\\"",FIRST NB IN HOMINY
0000010004,"\\\"\\\"",FIRST NB
0000010045,"\\\"\\\"",FIRST MID-IL B&T NA
0000010102,"\\\"\\\"",MIDSOUTH BK NA
0000010118,"\\\"\\\"",FIRST HOPE BK A NAT BKG ASSN
0000010128,"\\\"\\\"",KISHACOQUILLAS VALLEY NB
0000010180,"\\\"\\\"",FIRST NB OF WATERLOO
0000010196,"\\\"\\\"",YUKON NB
0000010254,"\\\"\\\"",CUMBERLAND VALLEY NB&TC
0000010354,"\\\"\\\"",MIDSTATES BK NA
0000010360,"\\\"\\\"",FIRST VICTORIA NB
0000010406,"\\\"\\\"",FIRST NB BERRYVILLE
0000010408,"\\\"\\\"",FIRST NB AMES IA
0000010420,"\\\"\\\"",TEXAS GULF BK NA
0000010465,"\\\"\\\"",FIRST NB
0000010470,"\\\"\\\"",FIRST NB
0000010476,"\\\"\\\"",TEXANA BK NA
0000010523,"\\\"\\\"",TRUSTMARK NB
0000010536,"\\\"\\\"",CONWAY NB
0000010646,"\\\"\\\"",BANK TX NA
0000010680,"\\\"\\\"",FIRST NB OF SC
0000010735,"\\\"\\\"",CITIZENS NB
0000010789,"\\\"\\\"",CITIZENS NB
0000010807,"\\\"\\\"",FIRST NB OF WYNNE
0000010823,"\\\"\\\"",FIRST NB OF ABSECON
0000010844,"\\\"\\\"",BANK OF BRIDGER NA
0000011001,"\\\"\\\"",FIRST NB&TC
0000011019,"\\\"\\\"",FIRST NB
0000011312,"\\\"\\\"",FIRST NB OF LAWRENCE COUNTY
0000011343,"\\\"\\\"",FIRST NB
0000011397,"\\\"\\\"",FIRST NB OK
0000011412,"\\\"\\\"",FIRST NAT CMNTY BK
0000011443,"\\\"\\\"",ILLINOIS NB
0000011526,"\\\"\\\"",EAGLE VALLEY BK NA
0000011573,"\\\"\\\"",CITIZENS NB
0000011583,"\\\"\\\"",EVANS BK NA
0000011700,"\\\"\\\"",FIRST NB
0000011715,"\\\"\\\"",LEMONT NB
0000011798,"\\\"\\\"",FIRST NB OF LOUISBURG
0000011818,"\\\"\\\"",BREMER BK NA
0000011875,"\\\"\\\"",MERCHANTS NB
0000011879,"\\\"\\\"",TEXAS NB
0000011952,"\\\"\\\"",FIRST NB GRANT PARK
0000012018,"\\\"\\\"",UPSTATE NB
0000012044,"\\\"\\\"",CENTRAL NB&TC
0000012072,"\\\"\\\"",FIRST NB ALASKA
0000012095,"\\\"\\\"",STROUD NB
0000012132,"\\\"\\\"",INTEGRA BK NA
0000012158,"\\\"\\\"",CENTRAL NB OF POTEAU
0000012190,"\\\"\\\"",INCOMMONS BK NA
0000012229,"\\\"\\\"",NATIONAL BK OF BLACKSBURG
0000012267,"\\\"\\\"",OLD POINT NB OF PHOEBUS
0000012307,"\\\"\\\"",FIRST NB
0000012333,"\\\"\\\"",FIRST NB OF ST LOUIS
0000012346,"\\\"\\\"",SOUTHWEST NB
0000012425,"\\\"\\\"",UNION CTR NB
0000012456,"\\\"\\\"",FARMERS NB
0000012462,"\\\"\\\"",SAN ANTONIO NB
0000012471,"\\\"\\\"",NEFFS NB
0000012523,"\\\"\\\"",FIRST NB OF LA
0000012591,"\\\"\\\"",VISION BK NA
0000012739,"\\\"\\\"",FIRST NB
0000012779,"\\\"\\\"",GREAT LAKES BK NA
0000012810,"\\\"\\\"",SAVANNAH BK NA
0000012850,"\\\"\\\"",FIRST LIBERTY NB
0000012898,"\\\"\\\"",COMMUNITYBANK TX NA
0000012947,"\\\"\\\"",FIRST NB OF MOOSE LAKE
0000012955,"\\\"\\\"",CITIZENS NB
0000012968,"\\\"\\\"",KLEBERG FIRST NB
0000013022,"\\\"\\\"",STATE NB
0000013023,"\\\"\\\"",CITIZENS NB OF PAINTSVILLE
0000013044,"\\\"\\\"",BANK OF AMER NA
0000013046,"\\\"\\\"",FIRST NB
0000013078,"\\\"\\\"",PIONEER NB OF DULUTH
0000013102,"\\\"\\\"",FIRST NB OF MT DORA
0000013107,"\\\"\\\"",FIRST FNCL BK NA
0000013116,"\\\"\\\"",WESTERN NB
0000013121,"\\\"\\\"",MAHOPAC NB
0000013126,"\\\"\\\"",FIRST NB OF LONG ISLAND
0000013182,"\\\"\\\"",SECURITY NB OF LAUREL
0000013202,"\\\"\\\"",FIRST NB OF BANGOR
0000013347,"\\\"\\\"",GIRARD NB
0000013431,"\\\"\\\"",CATTLE NB & TR CO
0000013443,"\\\"\\\"",CITIZENS NB
0000013479,"\\\"\\\"",LINCOLN NB OF HODGENVLLE
0000013516,"\\\"\\\"",CITIZENS NB
0000013543,"\\\"\\\"",FIRST NB IN GREEN FOREST
0000013579,"\\\"\\\"",FIRST NB IN TREMONT
0000013593,"\\\"\\\"",FIRST NB
0000013609,"\\\"\\\"",FIRST NEWTON NB
0000013614,"\\\"\\\"",STATE NB TX
0000013637,"\\\"\\\"",FIRST NB OF EAST ARKANSAS
0000013641,"\\\"\\\"",1ST NB OF S FL
0000013675,"\\\"\\\"",FIRST NB OF BOSQUE CTY
0000013678,"\\\"\\\"",BRENHAM NB
0000013679,"\\\"\\\"",BANK OF OK NA
0000013684,"\\\"\\\"",MB FNCL BK NA
0000013688,"\\\"\\\"",CAPITAL ONE NA
0000013722,"\\\"\\\"",BRITTON & KOONTZ BK NA
0000013731,"\\\"\\\"",CLASSIC BK NA
0000013742,"\\\"\\\"",FIRST NB
0000013752,"\\\"\\\"",HEADLAND NB
0000013778,"\\\"\\\"",EXTRACO BKS NA
0000013790,"\\\"\\\"",ALERUS FNCL NA
0000013809,"\\\"\\\"",FIRST NB IN PAXTON
0000013835,"\\\"\\\"",MILLBURY NB
0000013847,"\\\"\\\"",CITIZENS NB OF WOODSFIELD
0000013871,"\\\"\\\"",COMMUNITY NB OF NORTHWESTERN P
0000013872,"\\\"\\\"",NATIONAL B&TC OF SYCAMORE
0000013879,"\\\"\\\"",NATIONAL EXCHANGE B&T
0000013891,"\\\"\\\"",HOME NB
0000013918,"\\\"\\\"",SCBT NA
0000013934,"\\\"\\\"",FIRST-LOCKHART NB
0000013941,"\\\"\\\"",FIRST NB OF LA GRANGE
0000013944,"\\\"\\\"",GREENVILLE NB
0000013972,"\\\"\\\"",MINNSTAR BK NA
0000014005,"\\\"\\\"",FIRST TEXOMA NB
0000014012,"\\\"\\\"",FIRST NB
0000014062,"\\\"\\\"",HILLSDALE CTY NB
0000014066,"\\\"\\\"",GRUNDY NB GRUNDY CTR
0000014109,"\\\"\\\"",NATIONAL BK OF CMRC
0000014124,"\\\"\\\"",FIRST NB
0000014141,"\\\"\\\"",BROOKVILLE NB
0000014144,"\\\"\\\"",FIRST NB IN HOWELL
0000014149,"\\\"\\\"",HASKELL NB
0000014163,"\\\"\\\"",FIRST NB
0000014203,"\\\"\\\"",NATIONAL BK OF OAK HARBOR
0000014206,"\\\"\\\"",AMARILLO NB
0000014221,"\\\"\\\"",FIRST NB&TC ROCHELLE
0000014240,"\\\"\\\"",NEWFIELD NB
0000014252,"\\\"\\\"",FIRST NB
0000014255,"\\\"\\\"",CITIZENS NB OF QUITMAN
0000014260,"\\\"\\\"",FREESTAR BK NA
0000014268,"\\\"\\\"",FIRST NB
0000014290,"\\\"\\\"",LORAIN NB
0000014301,"\\\"\\\"",GRATZ NB
0000014310,"\\\"\\\"",FIRST NB IN STAUNTON
0000014328,"\\\"\\\"",FIRST NB
0000014347,"\\\"\\\"",CORNERSTONE B&T
0000014351,"\\\"\\\"",HONDO NB
0000014369,"\\\"\\\"",STILLMAN BANCCORP NA
0000014371,"\\\"\\\"",COMMERCIAL BK
0000014397,"\\\"\\\"",BARABOO NB
0000014399,"\\\"\\\"",NATIONAL REPUBLIC BK CHICAGO
0000014418,"\\\"\\\"",PEOPLES NB OF KEWANEE
0000014429,"\\\"\\\"",HELENA NB
0000014447,"\\\"\\\"",BROADWAY NB
0000014458,"\\\"\\\"",FARMERS MRCH NB PAXTON
0000014479,"\\\"\\\"",BUENA VISTA NB
0000014488,"\\\"\\\"",MERCHANTS BK NA
0000014490,"\\\"\\\"",MAINLINE NB
0000014510,"\\\"\\\"",NATIONAL BK
0000014512,"\\\"\\\"",FIRST NB IL
0000014531,"\\\"\\\"",CROOKSTON NB
0000014532,"\\\"\\\"",FIRST NB
0000014546,"\\\"\\\"",FORT SILL NB
0000014564,"\\\"\\\"",FIRST BKR TC NA
0000014566,"\\\"\\\"",FOREST PARK NB&TC
0000014579,"\\\"\\\"",FIRSTMERIT BK NA
0000014583,"\\\"\\\"",HARRIS NA
0000014592,"\\\"\\\"",FIRST NB OF PICAYUNE
0000014598,"\\\"\\\"",FIRST FNCL BK NA
0000014599,"\\\"\\\"",FIRST NB OF GA
0000014607,"\\\"\\\"",NATIONAL BK OF PETERSBURG
0000014617,"\\\"\\\"",NATIONAL BK ST ANNE
0000014619,"\\\"\\\"",FIRST NB OF PULASKI
0000014680,"\\\"\\\"",FIRST NB OF SCOTIA
0000014688,"\\\"\\\"",ALBANY B&TC NA
0000014695,"\\\"\\\"",CITY NB
0000014703,"\\\"\\\"",OMNIBANK NA
0000014717,"\\\"\\\"",FIRST NB
0000014731,"\\\"\\\"",OZARK HERITAGE BK NA
0000014740,"\\\"\\\"",FIRST NB AMER
0000014748,"\\\"\\\"",DOWNERS GROVE NB
0000014757,"\\\"\\\"",FISHER NB
0000014761,"\\\"\\\"",KEYBANK NA
0000014766,"\\\"\\\"",FIRST NB OF CRESTVIEW
0000014804,"\\\"\\\"",JGB BK NA
0000014807,"\\\"\\\"",CITY NB OF WV
0000014821,"\\\"\\\"",FIRST NB
0000014838,"\\\"\\\"",SEACOAST NB
0000014905,"\\\"\\\"",FIRST NB
0000014911,"\\\"\\\"",HAWAII NB
0000014949,"\\\"\\\"",FRANKLIN NB OF MINNEAPOLIS
0000014977,"\\\"\\\"",WHITNEY NB
0000014986,"\\\"\\\"",FIRST NB
0000014991,"\\\"\\\"",UNIVERSITY NB
0000014993,"\\\"\\\"",FIRST NB OF BROOKFIELD
0000015000,"\\\"\\\"",FIRST NB OF S MIAMI
0000015037,"\\\"\\\"",AMERICAN HERITAGE NB
0000015038,"\\\"\\\"",DUPAGE NB
0000015058,"\\\"\\\"",PIKES PEAK NB
0000015089,"\\\"\\\"",FIRST NB OF NORTHERN CA
0000015091,"\\\"\\\"",UNITED BK NA
0000015108,"\\\"\\\"",LOS ALAMOS NB
0000015152,"\\\"\\\"",EXCHANGE NB
0000015161,"\\\"\\\"",PEOPLES NB OF MORA
0000015171,"\\\"\\\"",FIRST NB
0000015247,"\\\"\\\"",GRUNDY NB
0000015257,"\\\"\\\"",COMMERCIAL NB
0000015292,"\\\"\\\"",INWOOD NB
0000015302,"\\\"\\\"",MONTGOMERY BK NA
0000015309,"\\\"\\\"",FIRST NB OF THE LAKES
0000015346,"\\\"\\\"",WESTERN SPRINGS NB&T
0000015359,"\\\"\\\"",HILLTOP NB
0000015379,"\\\"\\\"",SECURITY NB OF OMAHA
0000015383,"\\\"\\\"",AMERICAN NAT BK
0000015409,"\\\"\\\"",FIRST NB OF WY
0000015417,"\\\"\\\"",COMMUNITY NB
0000015429,"\\\"\\\"",FIRST NB
0000015435,"\\\"\\\"",AMERICAN NB
0000015472,"\\\"\\\"",FIRST NB OF ESTES PARK
0000015482,"\\\"\\\"",PINE BLUFF NB
0000015535,"\\\"\\\"",FIRST NB OF CENT AL
0000015543,"\\\"\\\"",CONSUMERS NB
0000015572,"\\\"\\\"",FIRST NB OF GRIFFIN
0000015576,"\\\"\\\"",STEARNS BK NA
0000015592,"\\\"\\\"",ACADEMY BK NA
0000015593,"\\\"\\\"",HOMETOWN BK NA
0000015608,"\\\"\\\"",FIDELITY NB
0000015651,"\\\"\\\"",SOUTHEAST FIRST NAT BK
0000015698,"\\\"\\\"",HIAWATHA NB
0000015733,"\\\"\\\"",PENNSVILLE NB
0000015738,"\\\"\\\"",TRI CITY NB
0000015748,"\\\"\\\"",EASTERN NB
0000015750,"\\\"\\\"",NATIONAL BK OF SALLISAW
0000015765,"\\\"\\\"",FIRST NB MCHENRY
0000015790,"\\\"\\\"",VALLEY NB
0000015799,"\\\"\\\"",FIRST NB
0000015817,"\\\"\\\"",THUMB NB&TC
0000015820,"\\\"\\\"",AMERICAN BK NA
0000015836,"\\\"\\\"",METROPOLITAN NB
0000015850,"\\\"\\\"",COMMUNITY BK NA
0000015974,"\\\"\\\"",EXECUTIVE NB
0000015977,"\\\"\\\"",CITY NB OF FL
0000015980,"\\\"\\\"",TOWN NORTH BK NA
0000016076,"\\\"\\\"",CITIZENS NB
0000016142,"\\\"\\\"",CITY NB OF NJ
0000016199,"\\\"\\\"",AMERICAN NB DEKALB CTY
0000016226,"\\\"\\\"",NATIONAL BK OF TX
0000016240,"\\\"\\\"",LOS ANGELES NB
0000016248,"\\\"\\\"",PROGRESSIVE BK NA
0000016286,"\\\"\\\"",VERUS BK NA
0000016325,"\\\"\\\"",CONTINENTAL NB OF MIAMI
0000016357,"\\\"\\\"",LAKESIDE NB
0000016392,"\\\"\\\"",CANON NB
0000016401,"\\\"\\\"",SABADELL UNITED BANK NA
0000016405,"\\\"\\\"",QUAIL CREEK BK NA
0000016407,"\\\"\\\"",FAR E NB
0000016473,"\\\"\\\"",FIRST NB USA
0000016487,"\\\"\\\"",FIRST NB OF CHATSWORTH
0000016516,"\\\"\\\"",FIDELITY NB
0000016553,"\\\"\\\"",COMMONWEALTH NB
0000016579,"\\\"\\\"",FIRST NB
0000016617,"\\\"\\\"",AMERICAN NB
0000016625,"\\\"\\\"",ANAHUAC NB
0000016626,"\\\"\\\"",CENTRAL NB
0000016629,"\\\"\\\"",MODERN BK NA
0000016643,"\\\"\\\"",BANKCHAMPAIGN NA
0000016658,"\\\"\\\"",WESTERN NB
0000016752,"\\\"\\\"",LUBBOCK NB
0000016804,"\\\"\\\"",MERCANTIL COMMERCEBANK NA
0000016809,"\\\"\\\"",FIRST CMNTY BANK NA
0000016814,"\\\"\\\"",TWIN RIVER NB
0000016840,"\\\"\\\"",OMNI BK NA
0000016870,"\\\"\\\"",SECURITY BK NA
0000016880,"\\\"\\\"",CHARTER NB&TC
0000016892,"\\\"\\\"",WOODFOREST NB
0000016921,"\\\"\\\"",SIOUXLAND NB
0000016941,"\\\"\\\"",NATIONAL BK OF AR
0000017000,"\\\"\\\"",EVERGREEN NB
0000017001,"\\\"\\\"",FIRST NB
0000017002,"\\\"\\\"",COMMUNITY NB
0000017003,"\\\"\\\"",AMERICAN BK TX NA
0000017020,"\\\"\\\"",HOUSTON CMNTY BK
0000017038,"\\\"\\\"",GREAT S NB
0000017043,"\\\"\\\"",AMERICAN NB TX
0000017045,"\\\"\\\"",FIRST FIDELITY BK NA
0000017121,"\\\"\\\"",PALM DESERT NB
0000017174,"\\\"\\\"",VALLEY NB
0000017176,"\\\"\\\"",MISSION NB
0000017319,"\\\"\\\"",AMERICAN BK NA
0000017434,"\\\"\\\"",ATASCOSA NB
0000017462,"\\\"\\\"",ROSEMOUNT NB
0000017464,"\\\"\\\"",FARMERS B&TC NA
0000017479,"\\\"\\\"",AMEGY BK NA
0000017487,"\\\"\\\"",NORTHERN TR NA
0000017525,"\\\"\\\"",CAPITOL NB
0000017548,"\\\"\\\"",BANK OF WHITTIER NA
0000017553,"\\\"\\\"",OLD FL NB
0000017591,"\\\"\\\"",METROPOLITAN NB
